type	latitude	longitude	altitude	name	desc
T	46.381390000	-115.249280000	2318.1		
T	46.381710000	-115.249130000	2322.1		
T	46.381950000	-115.248950000	2336.8		
T	46.382130000	-115.248770000	2337.2		
T	46.382470000	-115.248270000	2335.3		
T	46.382620000	-115.247920000	2323.1		
T	46.382720000	-115.247610000	2313.7		
T	46.382820000	-115.247170000	2315.3		
T	46.382870000	-115.246470000	2304.6		
T	46.382710000	-115.244210000	2314.4		
T	46.382730000	-115.242770000	2317.8		
T	46.383200000	-115.238290000	2339.6		
T	46.383170000	-115.237110000	2339.5		
T	46.382950000	-115.235750000	2337.7		
T	46.382910000	-115.235320000	2342.4		
T	46.382920000	-115.234950000	2349.8		
T	46.382930000	-115.234930000	2351.0		
T	46.382970000	-115.234660000	2356.1		
T	46.383030000	-115.234450000	2360.5		
T	46.383030000	-115.234430000	2360.4		
T	46.383190000	-115.234030000	2363.7		
T	46.383220000	-115.233990000	2363.7		
T	46.383220000	-115.233980000	2363.5		
T	46.383290000	-115.233870000	2363.2		
T	46.383500000	-115.233640000	2354.8		
T	46.383650000	-115.233520000	2347.6		
T	46.383800000	-115.233430000	2350.1		
T	46.384060000	-115.233340000	2357.7		
T	46.385330000	-115.233180000	2373.1		
T	46.385810000	-115.233080000	2373.0		
T	46.385850000	-115.233080000	2375.8		
T	46.385990000	-115.233030000	2373.9		
T	46.386020000	-115.233030000	2376.1		
T	46.387020000	-115.232620000	2365.2		
T	46.387360000	-115.232420000	2353.3		
T	46.387370000	-115.232420000	2353.9		
T	46.387430000	-115.232390000	2355.1		
T	46.388030000	-115.231900000	2355.8		
T	46.388270000	-115.231650000	2355.1		
T	46.388380000	-115.231500000	2355.7		
T	46.388410000	-115.231440000	2357.5		
T	46.388430000	-115.231420000	2358.8		
T	46.388660000	-115.230960000	2358.5		
T	46.388790000	-115.230550000	2363.2		
T	46.388790000	-115.230510000	2362.5		
T	46.388830000	-115.230340000	2362.7		
T	46.388870000	-115.229950000	2359.4		
T	46.388870000	-115.229530000	2356.7		
T	46.388780000	-115.228810000	2372.5		
T	46.388180000	-115.226110000	2369.9		
T	46.388180000	-115.225310000	2372.1		
T	46.388290000	-115.224670000	2374.4		
T	46.388400000	-115.224310000	2376.1		
T	46.388610000	-115.223810000	2377.1		
T	46.389710000	-115.221760000	2383.1		
T	46.389710000	-115.221750000	2382.9		
T	46.390700000	-115.219900000	2399.7		
T	46.391090000	-115.219040000	2394.7		
T	46.391630000	-115.217670000	2382.5		
T	46.391840000	-115.217220000	2381.5		
T	46.392190000	-115.216650000	2387.9		
T	46.392610000	-115.216160000	2395.9		
T	46.393960000	-115.214860000	2396.5		
T	46.394580000	-115.214130000	2388.3		
T	46.395310000	-115.213100000	2392.1		
T	46.395670000	-115.212480000	2400.6		
T	46.396610000	-115.210550000	2400.4		
T	46.396840000	-115.210220000	2397.7		
T	46.397130000	-115.209940000	2393.3		
T	46.397400000	-115.209780000	2396.9		
T	46.398490000	-115.209380000	2398.0		
T	46.398860000	-115.209170000	2401.7		
T	46.399250000	-115.208850000	2408.2		
T	46.401060000	-115.206700000	2438.9		
T	46.401090000	-115.206650000	2439.6		
T	46.401140000	-115.206600000	2441.5		
T	46.401340000	-115.206270000	2433.1		
T	46.401630000	-115.205600000	2430.4		
T	46.401740000	-115.205260000	2430.0		
T	46.401900000	-115.204440000	2434.4		
T	46.401940000	-115.203940000	2431.8		
T	46.401940000	-115.203510000	2429.6		
T	46.401860000	-115.202750000	2425.6		
T	46.401150000	-115.199700000	2415.2		
T	46.401050000	-115.198580000	2419.3		
T	46.401050000	-115.198250000	2422.8		
T	46.401100000	-115.197680000	2433.9		
T	46.401130000	-115.197530000	2438.3		
T	46.401130000	-115.197470000	2438.3		
T	46.401310000	-115.196730000	2444.6		
T	46.401660000	-115.195830000	2439.2		
T	46.402390000	-115.194450000	2490.9		
T	46.402520000	-115.194050000	2501.9		
T	46.402710000	-115.193240000	2476.8		
T	46.402850000	-115.192800000	2487.9		
T	46.403020000	-115.192500000	2488.6		
T	46.403350000	-115.192140000	2480.5		
T	46.404120000	-115.191610000	2481.2		
T	46.404320000	-115.191430000	2485.1		
T	46.404460000	-115.191270000	2482.3		
T	46.404510000	-115.191230000	2480.9		
T	46.404680000	-115.191010000	2459.5		
T	46.405010000	-115.190440000	2477.9		
T	46.405240000	-115.189830000	2472.6		
T	46.405360000	-115.189280000	2483.9		
T	46.405370000	-115.189270000	2485.6		
T	46.405460000	-115.188520000	2481.8		
T	46.405570000	-115.186640000	2478.9		
T	46.405640000	-115.186150000	2478.9		
T	46.405830000	-115.185530000	2483.6		
T	46.406030000	-115.185150000	2483.8		
T	46.406130000	-115.185010000	2483.5		
T	46.406410000	-115.184740000	2482.5		
T	46.406670000	-115.184590000	2482.2		
T	46.407040000	-115.184510000	2480.5		
T	46.407220000	-115.184510000	2478.0		
T	46.407250000	-115.184520000	2478.2		
T	46.407290000	-115.184520000	2477.3		
T	46.407530000	-115.184590000	2476.7		
T	46.408270000	-115.184960000	2491.4		
T	46.408840000	-115.185180000	2504.6		
T	46.409190000	-115.185230000	2510.9		
T	46.409420000	-115.185200000	2500.9		
T	46.409690000	-115.185100000	2494.2		
T	46.409940000	-115.184930000	2494.8		
T	46.410100000	-115.184780000	2492.0		
T	46.410300000	-115.184530000	2507.7		
T	46.410510000	-115.184120000	2509.3		
T	46.410640000	-115.183730000	2526.7		
T	46.410760000	-115.183100000	2543.6		
T	46.410800000	-115.182610000	2563.9		
T	46.410810000	-115.181830000	2529.5		
T	46.410740000	-115.180250000	2505.9		
T	46.410750000	-115.179700000	2554.7		
T	46.410800000	-115.179230000	2582.4		
T	46.410860000	-115.178990000	2597.8		
T	46.410970000	-115.178710000	2610.6		
T	46.411120000	-115.178450000	2607.1		
T	46.411150000	-115.178420000	2608.3		
T	46.411170000	-115.178380000	2605.4		
T	46.411260000	-115.178270000	2600.9		
T	46.411410000	-115.178130000	2593.3		
T	46.411670000	-115.177970000	2582.7		
T	46.411930000	-115.177880000	2575.0		
T	46.412180000	-115.177830000	2564.3		
T	46.413470000	-115.177730000	2561.2		
T	46.413720000	-115.177680000	2578.0		
T	46.413790000	-115.177650000	2580.5		
T	46.413810000	-115.177650000	2582.6		
T	46.413940000	-115.177590000	2583.0		
T	46.414190000	-115.177420000	2563.9		
T	46.414320000	-115.177300000	2575.5		
T	46.414550000	-115.176990000	2562.8		
T	46.414790000	-115.176480000	2539.6		
T	46.414910000	-115.176000000	2551.0		
T	46.414940000	-115.175410000	2555.4		
T	46.414920000	-115.175090000	2559.5		
T	46.414770000	-115.174410000	2565.1		
T	46.413560000	-115.170640000	2537.8		
T	46.413480000	-115.170230000	2550.5		
T	46.413460000	-115.169610000	2611.3		
T	46.413500000	-115.169320000	2629.0		
T	46.413580000	-115.169050000	2647.4		
T	46.413650000	-115.168890000	2664.3		
T	46.413850000	-115.168550000	2657.4		
T	46.414070000	-115.168320000	2626.1		
T	46.414230000	-115.168200000	2597.8		
T	46.414380000	-115.168140000	2592.8		
T	46.414670000	-115.168080000	2603.7		
T	46.415360000	-115.168020000	2639.6		
T	46.415610000	-115.167960000	2641.3		
T	46.416170000	-115.167660000	2622.8		
T	46.417270000	-115.166890000	2587.6		
T	46.417670000	-115.166690000	2567.2		
T	46.418040000	-115.166560000	2560.9		
T	46.418430000	-115.166470000	2568.0		
T	46.418970000	-115.166460000	2588.2		
T	46.419550000	-115.166390000	2554.7		
T	46.419860000	-115.166260000	2554.3		
T	46.420110000	-115.166050000	2552.6		
T	46.420270000	-115.165860000	2557.1		
T	46.420400000	-115.165640000	2561.5		
T	46.421260000	-115.163370000	2565.3		
T	46.421530000	-115.162900000	2566.1		
T	46.421890000	-115.162390000	2570.4		
T	46.422210000	-115.162050000	2571.6		
T	46.422430000	-115.161860000	2572.0		
T	46.422700000	-115.161670000	2576.0		
T	46.424100000	-115.160830000	2582.7		
T	46.424390000	-115.160550000	2580.5		
T	46.424540000	-115.160350000	2569.9		
T	46.424770000	-115.159930000	2563.1		
T	46.424900000	-115.159600000	2559.3		
T	46.425000000	-115.159240000	2560.2		
T	46.425060000	-115.158910000	2559.0		
T	46.425100000	-115.158440000	2557.5		
T	46.425080000	-115.157820000	2558.0		
T	46.424880000	-115.155730000	2560.6		
T	46.424620000	-115.154300000	2578.5		
T	46.424360000	-115.153400000	2575.7		
T	46.423980000	-115.152430000	2573.4		
T	46.423690000	-115.151810000	2577.9		
T	46.422920000	-115.150550000	2581.3		
T	46.422530000	-115.149810000	2583.2		
T	46.422530000	-115.149800000	2583.5		
T	46.422470000	-115.149670000	2583.7		
T	46.422270000	-115.149070000	2585.7		
T	46.422160000	-115.148550000	2584.9		
T	46.422090000	-115.147840000	2579.3		
T	46.422060000	-115.146420000	2589.4		
T	46.422140000	-115.145820000	2593.9		
T	46.422340000	-115.145320000	2618.6		
T	46.422520000	-115.145040000	2632.1		
T	46.422850000	-115.144670000	2632.5		
T	46.422970000	-115.144570000	2630.5		
T	46.423190000	-115.144450000	2630.7		
T	46.423450000	-115.144360000	2633.8		
T	46.423720000	-115.144310000	2634.6		
T	46.424660000	-115.144310000	2637.3		
T	46.425050000	-115.144270000	2639.0		
T	46.425360000	-115.144170000	2636.4		
T	46.425540000	-115.144090000	2637.9		
T	46.425920000	-115.143860000	2639.6		
T	46.426160000	-115.143630000	2630.9		
T	46.426730000	-115.142970000	2630.5		
T	46.427320000	-115.142100000	2632.2		
T	46.427680000	-115.141450000	2601.3		
T	46.427890000	-115.141000000	2599.9		
T	46.427920000	-115.140960000	2600.7		
T	46.428200000	-115.140310000	2602.4		
T	46.430680000	-115.132770000	2634.3		
T	46.430900000	-115.131850000	2635.4		
T	46.430980000	-115.131230000	2631.6		
T	46.430990000	-115.130640000	2630.2		
T	46.430930000	-115.129970000	2632.7		
T	46.430800000	-115.129390000	2628.4		
T	46.430560000	-115.128660000	2627.5		
T	46.430370000	-115.128220000	2636.5		
T	46.429870000	-115.127250000	2648.7		
T	46.429640000	-115.126720000	2648.6		
T	46.429410000	-115.125960000	2648.4		
T	46.429320000	-115.125450000	2651.5		
T	46.429180000	-115.123880000	2659.4		
T	46.429090000	-115.123270000	2655.5		
T	46.428910000	-115.122610000	2651.4		
T	46.428340000	-115.121110000	2660.1		
T	46.428210000	-115.120640000	2658.5		
T	46.428090000	-115.120020000	2661.5		
T	46.428040000	-115.119190000	2656.5		
T	46.428120000	-115.118230000	2656.6		
T	46.428280000	-115.117080000	2659.1		
T	46.428340000	-115.116820000	2661.1		
T	46.428470000	-115.116440000	2669.1		
T	46.428660000	-115.116070000	2678.5		
T	46.428840000	-115.115830000	2679.3		
T	46.429010000	-115.115670000	2668.8		
T	46.429240000	-115.115510000	2665.9		
T	46.429770000	-115.115290000	2680.4		
T	46.429990000	-115.115230000	2685.6		
T	46.430450000	-115.115020000	2682.3		
T	46.430680000	-115.114840000	2681.5		
T	46.430850000	-115.114640000	2682.5		
T	46.431030000	-115.114380000	2681.2		
T	46.432020000	-115.112550000	2690.1		
T	46.432310000	-115.112160000	2690.7		
T	46.432610000	-115.111910000	2685.1		
T	46.432810000	-115.111800000	2684.3		
T	46.432990000	-115.111740000	2683.2		
T	46.433240000	-115.111700000	2683.6		
T	46.433670000	-115.111730000	2682.7		
T	46.434410000	-115.111970000	2679.0		
T	46.434760000	-115.112040000	2675.9		
T	46.435080000	-115.112030000	2675.2		
T	46.435510000	-115.111890000	2675.4		
T	46.435760000	-115.111750000	2675.9		
T	46.436090000	-115.111490000	2678.6		
T	46.436440000	-115.111080000	2678.8		
T	46.436720000	-115.110580000	2681.8		
T	46.436730000	-115.110530000	2682.2		
T	46.436890000	-115.110120000	2682.2		
T	46.437190000	-115.108990000	2702.9		
T	46.437290000	-115.108360000	2714.5		
T	46.437320000	-115.107550000	2705.7		
T	46.437250000	-115.106860000	2708.8		
T	46.436580000	-115.104250000	2713.6		
T	46.436450000	-115.103540000	2705.5		
T	46.436390000	-115.102890000	2704.3		
T	46.436430000	-115.101840000	2712.1		
T	46.436510000	-115.101290000	2711.4		
T	46.436690000	-115.100560000	2712.2		
T	46.437010000	-115.099710000	2721.3		
T	46.437300000	-115.099180000	2716.8		
T	46.437700000	-115.098650000	2708.9		
T	46.438010000	-115.098330000	2709.4		
T	46.438360000	-115.098040000	2708.9		
T	46.438760000	-115.097810000	2709.2		
T	46.444870000	-115.095410000	2756.8		
T	46.445290000	-115.095200000	2756.6		
T	46.445650000	-115.094940000	2760.4		
T	46.446000000	-115.094550000	2752.5		
T	46.446190000	-115.094260000	2746.8		
T	46.446470000	-115.093660000	2750.3		
T	46.446590000	-115.093240000	2751.9		
T	46.446680000	-115.092610000	2753.3		
T	46.446680000	-115.091840000	2750.0		
T	46.446620000	-115.091380000	2746.0		
T	46.446500000	-115.090810000	2747.3		
T	46.444750000	-115.084660000	2729.8		
T	46.444700000	-115.084150000	2734.8		
T	46.444730000	-115.083420000	2740.8		
T	46.444840000	-115.082920000	2744.0		
T	46.445080000	-115.082270000	2743.3		
T	46.445290000	-115.081910000	2741.2		
T	46.445430000	-115.081730000	2741.3		
T	46.445630000	-115.081540000	2742.3		
T	46.445690000	-115.081500000	2742.9		
T	46.445740000	-115.081450000	2742.9		
T	46.446030000	-115.081270000	2746.0		
T	46.446190000	-115.081200000	2748.3		
T	46.446340000	-115.081160000	2751.4		
T	46.446800000	-115.081140000	2753.3		
T	46.447130000	-115.081220000	2750.0		
T	46.447570000	-115.081450000	2749.0		
T	46.447890000	-115.081730000	2749.5		
T	46.448690000	-115.082650000	2751.8		
T	46.448720000	-115.082670000	2751.7		
T	46.448930000	-115.082890000	2754.5		
T	46.449210000	-115.083130000	2757.6		
T	46.449630000	-115.083400000	2756.5		
T	46.449640000	-115.083400000	2756.2		
T	46.449720000	-115.083450000	2754.4		
T	46.449810000	-115.083480000	2752.5		
T	46.449860000	-115.083510000	2751.9		
T	46.450120000	-115.083580000	2751.3		
T	46.450440000	-115.083610000	2751.1		
T	46.450710000	-115.083590000	2751.0		
T	46.451180000	-115.083440000	2752.0		
T	46.451500000	-115.083280000	2752.9		
T	46.451840000	-115.083010000	2753.2		
T	46.452170000	-115.082660000	2753.9		
T	46.452300000	-115.082480000	2754.0		
T	46.452670000	-115.081780000	2755.2		
T	46.452980000	-115.080800000	2756.6		
T	46.453100000	-115.080190000	2757.4		
T	46.453210000	-115.078910000	2759.0		
T	46.453160000	-115.078120000	2759.7		
T	46.453040000	-115.077270000	2761.7		
T	46.452860000	-115.076570000	2760.4		
T	46.452650000	-115.075980000	2758.2		
T	46.451720000	-115.074080000	2759.1		
T	46.451710000	-115.074070000	2758.8		
T	46.451300000	-115.073220000	2780.9		
T	46.451220000	-115.073000000	2784.1		
T	46.451210000	-115.072990000	2783.5		
T	46.451060000	-115.072560000	2785.1		
T	46.451060000	-115.072530000	2786.4		
T	46.451050000	-115.072520000	2785.5		
T	46.450920000	-115.071950000	2786.8		
T	46.450880000	-115.071510000	2788.2		
T	46.450870000	-115.070740000	2788.3		
T	46.450910000	-115.070310000	2792.3		
T	46.451060000	-115.069700000	2790.5		
T	46.451240000	-115.069170000	2783.7		
T	46.452120000	-115.067330000	2780.7		
T	46.452130000	-115.067320000	2780.8		
T	46.453170000	-115.065210000	2772.7		
T	46.453170000	-115.065200000	2772.6		
T	46.454480000	-115.062630000	2788.4		
T	46.455020000	-115.061860000	2789.8		
T	46.455600000	-115.061280000	2796.0		
T	46.457550000	-115.059600000	2795.0		
T	46.457560000	-115.059600000	2795.3		
T	46.458090000	-115.059000000	2786.6		
T	46.458330000	-115.058600000	2784.6		
T	46.458480000	-115.058280000	2784.2		
T	46.458670000	-115.057730000	2784.3		
T	46.458810000	-115.057020000	2784.6		
T	46.458850000	-115.056460000	2785.4		
T	46.458830000	-115.055870000	2788.9		
T	46.458650000	-115.054650000	2793.3		
T	46.458620000	-115.053840000	2795.5		
T	46.458730000	-115.053170000	2798.5		
T	46.458890000	-115.052680000	2800.2		
T	46.459090000	-115.052270000	2800.3		
T	46.459190000	-115.052110000	2800.1		
T	46.459290000	-115.051990000	2800.3		
T	46.459290000	-115.051980000	2800.2		
T	46.459510000	-115.051730000	2799.7		
T	46.460610000	-115.050760000	2798.1		
T	46.460840000	-115.050480000	2798.2		
T	46.461060000	-115.050150000	2799.1		
T	46.461300000	-115.049680000	2799.2		
T	46.461540000	-115.049020000	2797.0		
T	46.461680000	-115.048440000	2799.5		
T	46.461760000	-115.047720000	2800.4		
T	46.461740000	-115.046850000	2801.4		
T	46.461660000	-115.046340000	2801.6		
T	46.461470000	-115.045630000	2802.0		
T	46.461290000	-115.045170000	2802.3		
T	46.461260000	-115.045120000	2802.2		
T	46.461240000	-115.045060000	2802.1		
T	46.461200000	-115.045000000	2801.9		
T	46.461170000	-115.044920000	2801.9		
T	46.460720000	-115.044230000	2802.3		
T	46.460060000	-115.043410000	2801.8		
T	46.459640000	-115.042760000	2802.4		
T	46.459440000	-115.042310000	2803.1		
T	46.459360000	-115.042060000	2823.7		
T	46.459350000	-115.042050000	2822.7		
T	46.459200000	-115.041400000	2822.5		
T	46.458870000	-115.039040000	2828.2		
T	46.458500000	-115.037430000	2830.0		
T	46.458120000	-115.036140000	2830.8		
T	46.457930000	-115.035010000	2816.4		
T	46.457900000	-115.034020000	2829.4		
T	46.458640000	-115.024590000	2838.6		
T	46.458730000	-115.024130000	2838.0		
T	46.458840000	-115.023780000	2836.9		
T	46.459040000	-115.023340000	2835.0		
T	46.459200000	-115.023080000	2833.8		
T	46.459390000	-115.022850000	2834.5		
T	46.459450000	-115.022800000	2834.8		
T	46.459490000	-115.022750000	2834.6		
T	46.460420000	-115.021930000	2839.4		
T	46.460550000	-115.021840000	2843.5		
T	46.460670000	-115.021730000	2841.6		
T	46.460710000	-115.021710000	2842.1		
T	46.461090000	-115.021300000	2838.8		
T	46.461340000	-115.020900000	2838.0		
T	46.461470000	-115.020610000	2840.1		
T	46.461600000	-115.020220000	2837.6		
T	46.461700000	-115.019800000	2838.9		
T	46.461770000	-115.019290000	2839.3		
T	46.461770000	-115.019130000	2838.7		
T	46.461780000	-115.019100000	2839.1		
T	46.461780000	-115.018710000	2837.7		
T	46.461600000	-115.017160000	2836.5		
T	46.461570000	-115.016400000	2837.8		
T	46.461590000	-115.015990000	2840.1		
T	46.461650000	-115.015560000	2841.3		
T	46.461810000	-115.015030000	2841.9		
T	46.462020000	-115.014490000	2841.7		
T	46.462960000	-115.012640000	2863.1		
T	46.463270000	-115.011600000	2869.1		
T	46.463370000	-115.011050000	2868.5		
T	46.463440000	-115.010200000	2872.7		
T	46.463430000	-115.009330000	2863.1		
T	46.463380000	-115.008780000	2854.6		
T	46.462420000	-115.003880000	2877.7		
T	46.462330000	-115.002960000	2876.5		
T	46.462330000	-115.001280000	2877.3		
T	46.462500000	-115.000150000	2888.6		
T	46.462670000	-114.999450000	2892.4		
T	46.463100000	-114.998220000	2891.9		
T	46.463550000	-114.997320000	2893.2		
T	46.464880000	-114.994970000	2898.4		
T	46.465150000	-114.994580000	2896.7		
T	46.465450000	-114.994230000	2896.9		
T	46.466470000	-114.993210000	2900.8		
T	46.466760000	-114.992840000	2902.8		
T	46.466770000	-114.992810000	2901.9		
T	46.466940000	-114.992540000	2903.8		
T	46.467080000	-114.992240000	2903.0		
T	46.467290000	-114.991650000	2903.8		
T	46.467350000	-114.991410000	2905.7		
T	46.467440000	-114.990830000	2910.1		
T	46.467460000	-114.990490000	2911.7		
T	46.467440000	-114.989730000	2911.1		
T	46.467370000	-114.989140000	2908.0		
T	46.467330000	-114.988960000	2905.8		
T	46.467330000	-114.988910000	2906.0		
T	46.467310000	-114.988860000	2904.7		
T	46.467290000	-114.988710000	2903.8		
T	46.465150000	-114.980660000	2904.5		
T	46.465060000	-114.980010000	2907.7		
T	46.465080000	-114.979400000	2909.4		
T	46.465130000	-114.979150000	2911.0		
T	46.465130000	-114.979100000	2909.9		
T	46.465240000	-114.978740000	2908.8		
T	46.465400000	-114.978390000	2907.4		
T	46.465480000	-114.978270000	2907.5		
T	46.465500000	-114.978220000	2906.5		
T	46.465640000	-114.978030000	2906.2		
T	46.465670000	-114.978010000	2907.3		
T	46.465740000	-114.977920000	2907.0		
T	46.465790000	-114.977880000	2908.2		
T	46.465790000	-114.977870000	2907.7		
T	46.466210000	-114.977450000	2910.4		
T	46.466400000	-114.977200000	2908.8		
